age_check,dairy_check,enum_name,parti_name,parti_gender,home_location,village_name,age,education,hh_depen,farming_years,perc_dairy,second_income_employment,second_income_labour,second_income_business,second_income_other,second_income_none,second_income_other_farming,num_cows,other_livestock,other_livestock_type,other_livestock_number,amount_milk,farm_size,decision_maker,decision_maker_gender,price_coop,price_market,transport_market,market_distance,mobile_access,elec_access,internet_access,con_personal,sell_coop,sell_market,farmer_group,farmer_group_repeat_1_group_name,farmer_group_repeat_1_group_purpose,farmer_group_repeat_1_group_mem_relationship,farmer_group_repeat_1_neg_relationship_coop,farmer_group_repeat_2_group_name,farmer_group_repeat_2_group_purpose,farmer_group_repeat_2_group_mem_relationship,info_recieved_coop,info_recieved_ffs,info_recieved_vol_trainers,info_recieved_gov_ext,info_recieved_ext_off,info_recieved_ngo_proj,info_recieved_gov_proj,info_recieved_tv,info_recieved_radio,info_recieved_newspaper,info_recieved_other,info_other,helpful_coop,helpful_ffs,helpful_vol_trainer,helpful_gov_ext,helpful_ext_off,helpful_ngo_proj,helpful_gov_proj,helpful_tv,helpful_radio,helpful_newspaper,other_formal_source_1_name_other,other_formal_source_1_helpful_other,other_formal_source_1_other_unhelp,village_relationship,neg_relationship_village,family_relationship,family_village,family_distance,family_transport,religious_comm,religious_comm_repeat_1_which_religious_comm,religious_comm_repeat_1_reglious_freq,finance_group,finance_group_repeat_1_finance_group_name,finance_group_repeat_1_finance_group_info,finance_group_repeat_1_fiannce_group_purpose,finance_group_repeat_2_finance_group_name,finance_group_repeat_2_finance_group_info,finance_group_repeat_2_fiannce_group_purpose,finance_group_repeat_3_finance_group_name,finance_group_repeat_3_finance_group_info,finance_group_repeat_3_fiannce_group_purpose,social_groups,social_group_repeat_1_social_groups_info,social_group_repeat_1_social_group_freq,social_group_repeat_2_social_groups_info,social_group_repeat_2_social_group_freq,feed_training,feed_training_source,improved_feed_nap_kak_1,improved_feed_nap_kak_2,improved_feed_desho_grass,improved_feed_chloris,improved_feed_phalaris,improved_feed_guat_grass,improved_feed_rhodes_grass,improved_feed_blue_buff_grass,improved_feed_bracchiaria,improved_maize,improved_cowpea,improved_feed_desmodium,improved_feed_vetch,improved_feed_lucerne,improved_feed_trifolium,improved_feed_medicago,improved_pigeonpea,improved_lablab,improved_feed_sesbania,improved_feed_leucaena,improved_feed_glyricidia,improved_feed_calliandra,improved_feed_tagasaste_tree_lucerne,improved_feed_napier_other_improv,improved_feed_setaria_grass,improved_oats,improved_feed_vetiver_grass,improved_sorghum,improved_feed_none,improved_feed_other,improved_feed_other_2,aware_feed_benefits,what_feed_benefits,feed_used,feed_used_specific,feed_seed_source,feed_recommend,feed_no_recomm,no_feed_use,hay_making,hay_making_source,hay_benefits_yes,hay_making_recommend,vet_access,vet_access_time,animal_disease,animal_vet_attend,animal_vet_access,vet_recommend,vet_no_recommend,animal_vet_no,vaccine_aware,vaccine_benefits,vaccine_benefits_source,vaccine_use,vaccine_access,vaccine_noaccess,vaccine_no_reason,vaccine_recomm,improv_breed,improv_benefits,perc_crossbreed,breed_service_ai,breed_service_hired,breed_service_own,breed_service_community,ai_access_coop,ai_access_ffs,ai_access_vol_trainers,ai_access_gov_ext,ai_access_ext_off,ai_access_ngo_proj,ai_access_gov_proj,ai_access_tv,ai_access_radio,ai_access_newspaper,ai_access_other_farmers,ai_access_neighbours,ai_access_don_t_know,ai_access_other,ai_access_none,ai_access_vet,ai_access_agrovet,ai_recommend,hired_access_coop,hired_access_ffs,hired_access_vol_trainers,hired_access_gov_ext,hired_access_ext_off,hired_access_ngo_proj,hired_access_gov_proj,hired_access_tv,hired_access_radio,hired_access_newspaper,hired_access_other_farmers,hired_access_neighbours,hired_access_don_t_know,hired_access_other,hired_access_none,hired_access_vet,hired_access_agrovet,hired_access_other_2,hired_recommend,info_source_coop,info_source_ffs,info_source_vol_trainers,info_source_gov_ext,info_source_ext_off,info_source_ngo_proj,info_source_gov_proj,info_source_tv,info_source_radio,info_source_newspaper,info_source_other_farmers,info_source_neighbours,info_source_don_t_know,info_source_other,info_source_none,info_source_vet,info_source_agrovet,info_source_other_2,info_outside,info_mobile,info_mobile_topics,person_1,person_1_location,person_1_distance,person_2,person_2_location,person_2_distance,person_3,person_3_location,person_3_distance,person_4,person_4_location,person_4_distance,county
TRUE,TRUE,virginia,sp064,female,yiro east,sigulu,70,primary,5,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE,NA,NA,21,0.6_2.5,TRUE,NA,NA,60,matatu,4,TRUE,FALSE,FALSE,50,0,50,TRUE,ajuang women group,training on potatoe farming,5,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,not trained,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not trained,1,not trained,5,NA,TRUE,TRUE,NA,NA,TRUE,church,more_weekly,TRUE,upendo iro women group,TRUE,table banking,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,increases milk production,TRUE,nappier,from another farmer,NA,NA,NA,FALSE,NA,lack of knowledge,NA,FALSE,60,TRUE,TRUE,recommended by another farmer,TRUE,NA,NA,TRUE,prevention of diseases,other farmer,TRUE,NA,NA,NA,TRUE,TRUE,gives improved breed which has high production of milk,0,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,feeding and health,sp063,sigulu,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,siaya
TRUE,TRUE,virginia,sp065,female,yiro east,lolwe,52,primary,5,10,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,FALSE,NA,NA,25,0.6_2.5,TRUE,NA,NA,60,foot,3,TRUE,TRUE,FALSE,50,0,50,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,not trained,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not trained,1,not trained,5,NA,TRUE,TRUE,NA,NA,TRUE,church,more_weekly,TRUE,mavuno,TRUE,savings and table banking,NA,NA,NA,NA,NA,NA,TRUE,lolwe women group,monthly,NA,NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,increases milk production,TRUE,nappier,from another farmer,TRUE,NA,NA,FALSE,NA,lack of knowledge,NA,TRUE,NA,TRUE,TRUE,recommended  by a friend,TRUE,NA,NA,TRUE,prevention of diseases,chief,TRUE,NA,NA,NA,TRUE,FALSE,NA,0,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,TRUE,health matters,sp066,sigulu,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,siaya
TRUE,TRUE,virginia,sp066,female,yiro east,lolwe,54,none,2,2,100,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,FALSE,NA,NA,15,0_0.5,TRUE,NA,NA,50,foot,3,TRUE,FALSE,FALSE,100,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,not trained,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not trained,1,not trained,5,NA,TRUE,TRUE,NA,NA,TRUE,church,more_weekly,TRUE,ajuang women group,TRUE,table banking,NA,NA,NA,NA,NA,NA,TRUE,lolwe women group,monthly,NA,NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,increased milk production,FALSE,NA,NA,NA,NA,no access to seed,FALSE,NA,lack of knowledge,NA,FALSE,5,TRUE,TRUE,recommended by a family member,TRUE,NA,NA,TRUE,prevention of diseases,chief,TRUE,NA,NA,NA,TRUE,FALSE,NA,0,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,health matters,sp067,sigulu,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,siaya
TRUE,TRUE,virginia,sp067,female,yiro east,lolwe,25,above_primary,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE,NA,NA,7,greater_2.6,FALSE,male,NA,50,foot,3,TRUE,TRUE,FALSE,100,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,1,not trained,5,NA,TRUE,TRUE,NA,NA,TRUE,church,more_weekly,TRUE,konyiri kendi community group,TRUE,savings and table banking,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,no access to seed,FALSE,NA,lack of knowledge,NA,FALSE,120,TRUE,TRUE,recommended by a friend,TRUE,NA,NA,TRUE,prevention of diseases,chief,TRUE,NA,NA,NA,TRUE,FALSE,NA,0,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,NA,sp066,sigulu,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,siaya
TRUE,TRUE,steve,sp068,male,nyabeda,nyabeda,76,primary,7,40,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,NA,NA,28,0.6_2.5,TRUE,NA,NA,NA,none,NA,TRUE,TRUE,FALSE,100,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,TRUE,TRUE,NA,NA,TRUE,god last appeal church,weekly,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,anyuola,fortnightly,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,lack of knowledge,FALSE,NA,no/too little fodder,NA,TRUE,NA,TRUE,TRUE,other farmers,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,NA,NA,TRUE,good traits; fits in all area,50,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,breed,sp033,nyabeda,25,sp035,nyabeda,20,NA,NA,NA,NA,NA,NA,siaya
TRUE,TRUE,steve,sp069,male,nyabeda,nyabeda,47,primary,11,20,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,FALSE,NA,NA,7,0.6_2.5,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,100,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,4,NA,TRUE,TRUE,NA,NA,TRUE,agape,weekly,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,limited space,FALSE,NA,no/too little fodder,NA,TRUE,NA,TRUE,TRUE,other farmers,TRUE,NA,NA,TRUE,prevent diseases,other farmer,TRUE,NA,NA,NA,TRUE,TRUE,calves grow fast,0,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,cattle diseases,sp035,nyabeda,15,sp068,nyabeda,10,NA,NA,NA,NA,NA,NA,siaya
TRUE,TRUE,steve,sp070,male,nyabeda,nyabeda,60,primary,4,4,30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE,NA,NA,14,0_0.5,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,100,0,0,TRUE,one acre fund,source farm input,5,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,TRUE,TRUE,NA,NA,TRUE,ack self-help group,weekly,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,lack of knowledge,FALSE,NA,no/too little fodder,NA,TRUE,NA,TRUE,TRUE,other farmers,TRUE,NA,NA,TRUE,prevent diseases,radio,TRUE,NA,NA,NA,TRUE,TRUE,improves milk production,0,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,cattle diseases,sp035,nyabeda,20,sp009,nyabeda,30,sp035,nyabeda,15,sx458,nyabeda,10,siaya
TRUE,TRUE,steve,sp071,male,malanga,malanga,30,none_read,1,1,25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,NA,NA,28,0_0.5,TRUE,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,100,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,TRUE,FALSE,300,NA,TRUE,catholic,weekly,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,lack of knowledge,FALSE,NA,no/too little fodder,NA,TRUE,NA,TRUE,TRUE,other farmers,TRUE,NA,NA,TRUE,prevent diseases,radio,FALSE,TRUE,NA,NA,NA,TRUE,improves milk production,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,siaya
TRUE,TRUE,valerie,rp072,male,west kamagambo,kangeso,64,above_primary,10,17,30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,NA,NA,56,greater_2.6,TRUE,NA,37,40,motorbike,5,TRUE,TRUE,TRUE,20,80,0,TRUE,one acre fund,"input provision, intensive farming",5,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,TRUE,TRUE,NA,NA,FALSE,NA,NA,TRUE,ngere achunga atho,TRUE,savings and credit,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,ilri,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,"improved yield,",TRUE,"calliandra, braccharia, desmodium",provided by icipe,TRUE,NA,NA,FALSE,NA,expensive,NA,TRUE,NA,TRUE,TRUE,recommended by other farmer,TRUE,NA,NA,TRUE,"better animal health, reduced mortality",radio,FALSE,TRUE,NA,NA,NA,FALSE,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,NA,rp116,kangeso,20,rp127,kangeso,30,rp086,kangeso,20,rp075,kangeso,5,rongo
TRUE,TRUE,valerie,rp073,female,kamagambo,kangeso,34,above_primary,8,5,40,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE,NA,NA,42,greater_2.6,FALSE,male,37,50,motorbike,5,TRUE,TRUE,TRUE,10,90,0,TRUE,rongo dairy farmers cooperative,milk market,5,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,TRUE,TRUE,NA,NA,FALSE,NA,NA,TRUE,alpha women group,TRUE,table banking,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,improved yield,TRUE,desmodium,other farmer,TRUE,NA,NA,FALSE,NA,expensive,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,TRUE,"better animal health, reduced mortality",vet,TRUE,NA,NA,NA,TRUE,FALSE,NA,0,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,NA,rp072,kangeso,2,rp076,kangeso,5,rp075,kangeso,3,rp116,kangeso,10,rongo
TRUE,TRUE,valerie,rp074,male,kamagambo,kangeso,68,above_primary,7,10,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,NA,NA,21,greater_2.6,TRUE,NA,37,50,motorbike,5,TRUE,TRUE,TRUE,50,0,50,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,TRUE,TRUE,NA,NA,TRUE,christian,monthly,TRUE,scann group,TRUE,table banking,NA,NA,NA,NA,NA,NA,TRUE,community group,monthly,NA,NA,TRUE,training,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,improved milk yield,TRUE,calliandra,neighbour,TRUE,NA,NA,FALSE,NA,lack of knowledge,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,NA,rp097,kotieno,10,rp094,kotieno,10,rx405,koyugi,5,rp072,kangeso,2,rongo
TRUE,TRUE,valerie,rp075,female,kamagambo,kangeso,38,above_primary,15,20,60,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,NA,NA,63,greater_2.6,FALSE,male,40,50,motorbike,5,TRUE,TRUE,TRUE,20,70,10,TRUE,rongo dairy farmers cooperative,milk marketing,5,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,TRUE,TRUE,NA,NA,TRUE,christian,weekly,TRUE,redskirt women group,TRUE,savings and credit,NA,NA,NA,NA,NA,NA,TRUE,community group,monthly,NA,NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,improved yield,TRUE,napier grass,other farmer,TRUE,NA,NA,FALSE,NA,lack of knowledge,NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,0,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,NA,rp074,kangeso,5,rp072,kangeso,5,rp073,kangeso,10,rp076,kangeso,10,rongo
